[nltk_data] Downloading package punkt to /home/anurag/nltk_data...
[nltk_data]   Package punkt is already up-to-date!
/home/anurag/anaconda3/envs/med_vqa/lib/python3.11/site-packages/transformers/tokenization_utils_base.py:2354: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
178
device cuda:1
Epoch 0/199
----------
| TRAIN SET | Epoch [01/200], Step[0000/0444], Loss: 6.1042, Top 1 Acc: 0.0000, Top 5 Acc: 0.0058, Bleu: 0.0000
| TRAIN SET | Epoch [85/200], Step[0160/0444], Loss: 1.3479, Top 1 Acc: 0.5873, Top 5 Acc: 0.8609, Bleu: 0.3298
| TRAIN SET | Epoch [85/200], Step[0170/0444], Loss: 1.4795, Top 1 Acc: 0.5884, Top 5 Acc: 0.8228, Bleu: 0.3264
| TRAIN SET | Epoch [85/200], Step[0180/0444], Loss: 1.1352, Top 1 Acc: 0.6283, Top 5 Acc: 0.8638, Bleu: 0.3780
| TRAIN SET | Epoch [85/200], Step[0190/0444], Loss: 1.6368, Top 1 Acc: 0.5705, Top 5 Acc: 0.7846, Bleu: 0.3483
| TRAIN SET | Epoch [85/200], Step[0200/0444], Loss: 1.4243, Top 1 Acc: 0.5571, Top 5 Acc: 0.8042, Bleu: 0.3361
| TRAIN SET | Epoch [85/200], Step[0210/0444], Loss: 1.6254, Top 1 Acc: 0.5462, Top 5 Acc: 0.7701, Bleu: 0.2595
| TRAIN SET | Epoch [85/200], Step[0220/0444], Loss: 1.0488, Top 1 Acc: 0.6283, Top 5 Acc: 0.8835, Bleu: 0.4029
| TRAIN SET | Epoch [85/200], Step[0230/0444], Loss: 1.4226, Top 1 Acc: 0.5804, Top 5 Acc: 0.8118, Bleu: 0.3582
| TRAIN SET | Epoch [85/200], Step[0240/0444], Loss: 1.2562, Top 1 Acc: 0.5913, Top 5 Acc: 0.8533, Bleu: 0.3378
| TRAIN SET | Epoch [85/200], Step[0250/0444], Loss: 1.3036, Top 1 Acc: 0.5462, Top 5 Acc: 0.8442, Bleu: 0.2901
| TRAIN SET | Epoch [85/200], Step[0260/0444], Loss: 1.2744, Top 1 Acc: 0.6087, Top 5 Acc: 0.8627, Bleu: 0.3110
| TRAIN SET | Epoch [85/200], Step[0270/0444], Loss: 1.4148, Top 1 Acc: 0.5699, Top 5 Acc: 0.8024, Bleu: 0.3269
| TRAIN SET | Epoch [85/200], Step[0280/0444], Loss: 1.1374, Top 1 Acc: 0.6382, Top 5 Acc: 0.8297, Bleu: 0.3580
| TRAIN SET | Epoch [85/200], Step[0290/0444], Loss: 1.1263, Top 1 Acc: 0.6040, Top 5 Acc: 0.8904, Bleu: 0.3190
| TRAIN SET | Epoch [85/200], Step[0300/0444], Loss: 1.0147, Top 1 Acc: 0.6324, Top 5 Acc: 0.9020, Bleu: 0.4275
| TRAIN SET | Epoch [85/200], Step[0310/0444], Loss: 1.2784, Top 1 Acc: 0.5658, Top 5 Acc: 0.8268, Bleu: 0.3441
| TRAIN SET | Epoch [85/200], Step[0320/0444], Loss: 1.2067, Top 1 Acc: 0.6480, Top 5 Acc: 0.8395, Bleu: 0.3689
| TRAIN SET | Epoch [85/200], Step[0330/0444], Loss: 1.2914, Top 1 Acc: 0.6145, Top 5 Acc: 0.8304, Bleu: 0.3449
| TRAIN SET | Epoch [85/200], Step[0340/0444], Loss: 1.2798, Top 1 Acc: 0.5902, Top 5 Acc: 0.8326, Bleu: 0.3559
| TRAIN SET | Epoch [85/200], Step[0350/0444], Loss: 1.0442, Top 1 Acc: 0.6451, Top 5 Acc: 0.8944, Bleu: 0.3779
| TRAIN SET | Epoch [85/200], Step[0360/0444], Loss: 1.3043, Top 1 Acc: 0.5931, Top 5 Acc: 0.8471, Bleu: 0.3740
| TRAIN SET | Epoch [85/200], Step[0370/0444], Loss: 1.3393, Top 1 Acc: 0.6185, Top 5 Acc: 0.8355, Bleu: 0.3792
| TRAIN SET | Epoch [85/200], Step[0380/0444], Loss: 1.1678, Top 1 Acc: 0.6156, Top 5 Acc: 0.8453, Bleu: 0.3631
| TRAIN SET | Epoch [85/200], Step[0390/0444], Loss: 1.0657, Top 1 Acc: 0.6890, Top 5 Acc: 0.8308, Bleu: 0.3488
| TRAIN SET | Epoch [85/200], Step[0400/0444], Loss: 1.0980, Top 1 Acc: 0.6527, Top 5 Acc: 0.8413, Bleu: 0.3801
| TRAIN SET | Epoch [85/200], Step[0410/0444], Loss: 1.0256, Top 1 Acc: 0.6549, Top 5 Acc: 0.8406, Bleu: 0.4186
| TRAIN SET | Epoch [85/200], Step[0420/0444], Loss: 1.4712, Top 1 Acc: 0.5502, Top 5 Acc: 0.8082, Bleu: 0.2658
| TRAIN SET | Epoch [85/200], Step[0430/0444], Loss: 1.3724, Top 1 Acc: 0.5531, Top 5 Acc: 0.8355, Bleu: 0.3382
| TRAIN SET | Epoch [85/200], Step[0440/0444], Loss: 1.3246, Top 1 Acc: 0.5826, Top 5 Acc: 0.8765, Bleu: 0.3158
train Loss: 1.2746 Top 1 Acc: 0.6059 Top 5 Acc: 0.8391 Bleu: 0.3426
| VALID SET | Epoch [85/200], Step[0000/0031], Loss: 0.6670, Top 1 Acc: 0.5781, Top 5 Acc: 0.8906, Bleu: 0.3526
| VALID SET | Epoch [85/200], Step[0010/0031], Loss: 0.5533, Top 1 Acc: 0.7188, Top 5 Acc: 0.9062, Bleu: 0.3660
| VALID SET | Epoch [85/200], Step[0020/0031], Loss: 0.3365, Top 1 Acc: 0.8125, Top 5 Acc: 0.9844, Bleu: 0.4184
| VALID SET | Epoch [85/200], Step[0030/0031], Loss: 0.5422, Top 1 Acc: 0.7500, Top 5 Acc: 0.9062, Bleu: 0.4743
valid Loss: 0.5676 Top 1 Acc: 0.7205 Top 5 Acc: 0.9460 Bleu: 0.3994
Epoch 85/199
----------
| TRAIN SET | Epoch [86/200], Step[0000/0444], Loss: 1.2230, Top 1 Acc: 0.6069, Top 5 Acc: 0.8580, Bleu: 0.3624
| TRAIN SET | Epoch [86/200], Step[0010/0444], Loss: 1.2971, Top 1 Acc: 0.6353, Top 5 Acc: 0.8326, Bleu: 0.3240
| TRAIN SET | Epoch [86/200], Step[0020/0444], Loss: 1.5144, Top 1 Acc: 0.5815, Top 5 Acc: 0.7955, Bleu: 0.3347
| TRAIN SET | Epoch [86/200], Step[0030/0444], Loss: 1.6360, Top 1 Acc: 0.5629, Top 5 Acc: 0.7886, Bleu: 0.3294
| TRAIN SET | Epoch [86/200], Step[0040/0444], Loss: 1.2535, Top 1 Acc: 0.6341, Top 5 Acc: 0.8442, Bleu: 0.3792
| TRAIN SET | Epoch [86/200], Step[0050/0444], Loss: 1.1382, Top 1 Acc: 0.6312, Top 5 Acc: 0.8951, Bleu: 0.3483
| TRAIN SET | Epoch [86/200], Step[0060/0444], Loss: 1.2571, Top 1 Acc: 0.6723, Top 5 Acc: 0.8424, Bleu: 0.3813
| TRAIN SET | Epoch [86/200], Step[0070/0444], Loss: 1.0712, Top 1 Acc: 0.6625, Top 5 Acc: 0.8754, Bleu: 0.3747
| TRAIN SET | Epoch [86/200], Step[0080/0444], Loss: 1.3696, Top 1 Acc: 0.6341, Top 5 Acc: 0.7944, Bleu: 0.3888
| TRAIN SET | Epoch [86/200], Step[0090/0444], Loss: 1.2244, Top 1 Acc: 0.6694, Top 5 Acc: 0.9136, Bleu: 0.3773
| TRAIN SET | Epoch [86/200], Step[0100/0444], Loss: 1.3331, Top 1 Acc: 0.6058, Top 5 Acc: 0.8471, Bleu: 0.3695
| TRAIN SET | Epoch [86/200], Step[0110/0444], Loss: 1.1366, Top 1 Acc: 0.6781, Top 5 Acc: 0.8158, Bleu: 0.3295
| TRAIN SET | Epoch [86/200], Step[0120/0444], Loss: 1.4368, Top 1 Acc: 0.4681, Top 5 Acc: 0.8366, Bleu: 0.2898
| TRAIN SET | Epoch [86/200], Step[0130/0444], Loss: 1.6835, Top 1 Acc: 0.4692, Top 5 Acc: 0.7417, Bleu: 0.2462
| TRAIN SET | Epoch [86/200], Step[0140/0444], Loss: 1.1893, Top 1 Acc: 0.6636, Top 5 Acc: 0.8326, Bleu: 0.4127
| TRAIN SET | Epoch [86/200], Step[0150/0444], Loss: 1.3692, Top 1 Acc: 0.6120, Top 5 Acc: 0.7890, Bleu: 0.3860
| TRAIN SET | Epoch [86/200], Step[0160/0444], Loss: 1.2180, Top 1 Acc: 0.6538, Top 5 Acc: 0.8522, Bleu: 0.3831
| TRAIN SET | Epoch [86/200], Step[0170/0444], Loss: 1.2824, Top 1 Acc: 0.6312, Top 5 Acc: 0.8736, Bleu: 0.3456
| TRAIN SET | Epoch [86/200], Step[0180/0444], Loss: 1.7933, Top 1 Acc: 0.6087, Top 5 Acc: 0.7777, Bleu: 0.3814
| TRAIN SET | Epoch [86/200], Step[0190/0444], Loss: 1.1284, Top 1 Acc: 0.6567, Top 5 Acc: 0.8395, Bleu: 0.3797
| TRAIN SET | Epoch [86/200], Step[0200/0444], Loss: 1.2715, Top 1 Acc: 0.6694, Top 5 Acc: 0.7984, Bleu: 0.3516
| TRAIN SET | Epoch [86/200], Step[0210/0444], Loss: 1.3231, Top 1 Acc: 0.5891, Top 5 Acc: 0.7904, Bleu: 0.3417
| TRAIN SET | Epoch [86/200], Step[0220/0444], Loss: 1.3526, Top 1 Acc: 0.5728, Top 5 Acc: 0.8279, Bleu: 0.3063
| TRAIN SET | Epoch [86/200], Step[0230/0444], Loss: 1.3813, Top 1 Acc: 0.4935, Top 5 Acc: 0.8250, Bleu: 0.3126
| TRAIN SET | Epoch [86/200], Step[0240/0444], Loss: 1.2601, Top 1 Acc: 0.5971, Top 5 Acc: 0.8551, Bleu: 0.3372
| TRAIN SET | Epoch [86/200], Step[0250/0444], Loss: 1.3275, Top 1 Acc: 0.6265, Top 5 Acc: 0.7908, Bleu: 0.3932
| TRAIN SET | Epoch [86/200], Step[0260/0444], Loss: 1.2275, Top 1 Acc: 0.5786, Top 5 Acc: 0.8464, Bleu: 0.2875
| TRAIN SET | Epoch [86/200], Step[0270/0444], Loss: 1.2343, Top 1 Acc: 0.6694, Top 5 Acc: 0.8013, Bleu: 0.3679
| TRAIN SET | Epoch [86/200], Step[0280/0444], Loss: 1.1050, Top 1 Acc: 0.6196, Top 5 Acc: 0.8678, Bleu: 0.3230
| TRAIN SET | Epoch [86/200], Step[0290/0444], Loss: 1.2275, Top 1 Acc: 0.6850, Top 5 Acc: 0.8239, Bleu: 0.3609
| TRAIN SET | Epoch [86/200], Step[0300/0444], Loss: 0.9353, Top 1 Acc: 0.7250, Top 5 Acc: 0.8656, Bleu: 0.4155
| TRAIN SET | Epoch [86/200], Step[0310/0444], Loss: 1.1427, Top 1 Acc: 0.6330, Top 5 Acc: 0.8783, Bleu: 0.3657
| TRAIN SET | Epoch [86/200], Step[0320/0444], Loss: 1.0332, Top 1 Acc: 0.6636, Top 5 Acc: 0.8395, Bleu: 0.3722
| TRAIN SET | Epoch [86/200], Step[0330/0444], Loss: 1.0316, Top 1 Acc: 0.6283, Top 5 Acc: 0.8638, Bleu: 0.4150
| TRAIN SET | Epoch [86/200], Step[0340/0444], Loss: 1.3075, Top 1 Acc: 0.5902, Top 5 Acc: 0.8384, Bleu: 0.3630
| TRAIN SET | Epoch [86/200], Step[0350/0444], Loss: 1.2596, Top 1 Acc: 0.6098, Top 5 Acc: 0.8482, Bleu: 0.3901
| TRAIN SET | Epoch [86/200], Step[0360/0444], Loss: 0.9778, Top 1 Acc: 0.6596, Top 5 Acc: 0.9234, Bleu: 0.3688
| TRAIN SET | Epoch [86/200], Step[0370/0444], Loss: 1.3439, Top 1 Acc: 0.6214, Top 5 Acc: 0.8413, Bleu: 0.3998
| TRAIN SET | Epoch [86/200], Step[0380/0444], Loss: 1.6253, Top 1 Acc: 0.5728, Top 5 Acc: 0.7515, Bleu: 0.3522
| TRAIN SET | Epoch [86/200], Step[0390/0444], Loss: 0.9422, Top 1 Acc: 0.7024, Top 5 Acc: 0.9408, Bleu: 0.3807
| TRAIN SET | Epoch [86/200], Step[0400/0444], Loss: 0.8465, Top 1 Acc: 0.7134, Top 5 Acc: 0.9205, Bleu: 0.4212
| TRAIN SET | Epoch [86/200], Step[0410/0444], Loss: 1.3552, Top 1 Acc: 0.5415, Top 5 Acc: 0.8366, Bleu: 0.3113
| TRAIN SET | Epoch [86/200], Step[0420/0444], Loss: 1.3760, Top 1 Acc: 0.6087, Top 5 Acc: 0.8187, Bleu: 0.3273
| TRAIN SET | Epoch [86/200], Step[0430/0444], Loss: 1.2473, Top 1 Acc: 0.5600, Top 5 Acc: 0.8053, Bleu: 0.3497
| TRAIN SET | Epoch [86/200], Step[0440/0444], Loss: 1.4345, Top 1 Acc: 0.5855, Top 5 Acc: 0.7614, Bleu: 0.2942
train Loss: 1.2754 Top 1 Acc: 0.6112 Top 5 Acc: 0.8373 Bleu: 0.3450
| VALID SET | Epoch [86/200], Step[0000/0031], Loss: 0.4048, Top 1 Acc: 0.7188, Top 5 Acc: 0.9844, Bleu: 0.4185
| VALID SET | Epoch [86/200], Step[0010/0031], Loss: 0.4688, Top 1 Acc: 0.7188, Top 5 Acc: 0.9531, Bleu: 0.3619
| VALID SET | Epoch [86/200], Step[0020/0031], Loss: 0.6395, Top 1 Acc: 0.6719, Top 5 Acc: 0.9219, Bleu: 0.3548
| VALID SET | Epoch [86/200], Step[0030/0031], Loss: 0.5624, Top 1 Acc: 0.7344, Top 5 Acc: 0.9062, Bleu: 0.3836
valid Loss: 0.5928 Top 1 Acc: 0.7010 Top 5 Acc: 0.9410 Bleu: 0.3866
Epoch 86/199
----------
| TRAIN SET | Epoch [87/200], Step[0000/0444], Loss: 1.4359, Top 1 Acc: 0.6185, Top 5 Acc: 0.7904, Bleu: 0.3401
| TRAIN SET | Epoch [87/200], Step[0010/0444], Loss: 1.1485, Top 1 Acc: 0.6850, Top 5 Acc: 0.8725, Bleu: 0.3878
| TRAIN SET | Epoch [87/200], Step[0020/0444], Loss: 1.3133, Top 1 Acc: 0.6087, Top 5 Acc: 0.8100, Bleu: 0.3776
| TRAIN SET | Epoch [87/200], Step[0030/0444], Loss: 1.0988, Top 1 Acc: 0.6324, Top 5 Acc: 0.8406, Bleu: 0.3697
| TRAIN SET | Epoch [87/200], Step[0040/0444], Loss: 1.2839, Top 1 Acc: 0.6225, Top 5 Acc: 0.8170, Bleu: 0.3847
| TRAIN SET | Epoch [87/200], Step[0050/0444], Loss: 1.1712, Top 1 Acc: 0.6451, Top 5 Acc: 0.8239, Bleu: 0.3570
| TRAIN SET | Epoch [87/200], Step[0060/0444], Loss: 1.2707, Top 1 Acc: 0.5786, Top 5 Acc: 0.8482, Bleu: 0.3603
| TRAIN SET | Epoch [87/200], Step[0070/0444], Loss: 1.4101, Top 1 Acc: 0.6312, Top 5 Acc: 0.8297, Bleu: 0.3763
| TRAIN SET | Epoch [87/200], Step[0080/0444], Loss: 1.2287, Top 1 Acc: 0.6353, Top 5 Acc: 0.8522, Bleu: 0.3647
| TRAIN SET | Epoch [87/200], Step[0090/0444], Loss: 1.1575, Top 1 Acc: 0.6324, Top 5 Acc: 0.8395, Bleu: 0.3481
| TRAIN SET | Epoch [87/200], Step[0100/0444], Loss: 1.4129, Top 1 Acc: 0.6116, Top 5 Acc: 0.8158, Bleu: 0.3885
| TRAIN SET | Epoch [87/200], Step[0110/0444], Loss: 1.4783, Top 1 Acc: 0.5891, Top 5 Acc: 0.7748, Bleu: 0.3557
| TRAIN SET | Epoch [87/200], Step[0120/0444], Loss: 1.1601, Top 1 Acc: 0.6341, Top 5 Acc: 0.8482, Bleu: 0.3153
| TRAIN SET | Epoch [87/200], Step[0130/0444], Loss: 1.0223, Top 1 Acc: 0.6694, Top 5 Acc: 0.8748, Bleu: 0.3577
| TRAIN SET | Epoch [87/200], Step[0140/0444], Loss: 1.1437, Top 1 Acc: 0.5844, Top 5 Acc: 0.8395, Bleu: 0.2932
| TRAIN SET | Epoch [87/200], Step[0150/0444], Loss: 1.0231, Top 1 Acc: 0.6763, Top 5 Acc: 0.8580, Bleu: 0.3794
| TRAIN SET | Epoch [87/200], Step[0160/0444], Loss: 1.1017, Top 1 Acc: 0.6694, Top 5 Acc: 0.8511, Bleu: 0.3821
| TRAIN SET | Epoch [87/200], Step[0170/0444], Loss: 1.4664, Top 1 Acc: 0.5404, Top 5 Acc: 0.8082, Bleu: 0.3452
| TRAIN SET | Epoch [87/200], Step[0180/0444], Loss: 1.2636, Top 1 Acc: 0.6295, Top 5 Acc: 0.8493, Bleu: 0.3563
| TRAIN SET | Epoch [87/200], Step[0190/0444], Loss: 1.3181, Top 1 Acc: 0.5960, Top 5 Acc: 0.8031, Bleu: 0.3058
| TRAIN SET | Epoch [87/200], Step[0200/0444], Loss: 1.1538, Top 1 Acc: 0.6283, Top 5 Acc: 0.8540, Bleu: 0.3758
| TRAIN SET | Epoch [87/200], Step[0210/0444], Loss: 1.0357, Top 1 Acc: 0.7036, Top 5 Acc: 0.8853, Bleu: 0.3039
| TRAIN SET | Epoch [87/200], Step[0220/0444], Loss: 1.0392, Top 1 Acc: 0.7134, Top 5 Acc: 0.8835, Bleu: 0.4486
| TRAIN SET | Epoch [87/200], Step[0230/0444], Loss: 1.2662, Top 1 Acc: 0.6207, Top 5 Acc: 0.8377, Bleu: 0.3290
| TRAIN SET | Epoch [87/200], Step[0240/0444], Loss: 1.3530, Top 1 Acc: 0.5913, Top 5 Acc: 0.8707, Bleu: 0.3247
| TRAIN SET | Epoch [87/200], Step[0250/0444], Loss: 1.3005, Top 1 Acc: 0.6341, Top 5 Acc: 0.8129, Bleu: 0.3722
| TRAIN SET | Epoch [87/200], Step[0260/0444], Loss: 0.9327, Top 1 Acc: 0.6966, Top 5 Acc: 0.8980, Bleu: 0.4208
| TRAIN SET | Epoch [87/200], Step[0270/0444], Loss: 1.6552, Top 1 Acc: 0.5716, Top 5 Acc: 0.7817, Bleu: 0.2945
| TRAIN SET | Epoch [87/200], Step[0280/0444], Loss: 0.8944, Top 1 Acc: 0.7065, Top 5 Acc: 0.8765, Bleu: 0.3828
| TRAIN SET | Epoch [87/200], Step[0290/0444], Loss: 1.2844, Top 1 Acc: 0.5844, Top 5 Acc: 0.8453, Bleu: 0.3108
| TRAIN SET | Epoch [87/200], Step[0300/0444], Loss: 1.3215, Top 1 Acc: 0.6185, Top 5 Acc: 0.8228, Bleu: 0.3396
| TRAIN SET | Epoch [87/200], Step[0310/0444], Loss: 1.4326, Top 1 Acc: 0.5658, Top 5 Acc: 0.8337, Bleu: 0.3811
| TRAIN SET | Epoch [87/200], Step[0320/0444], Loss: 1.3429, Top 1 Acc: 0.6225, Top 5 Acc: 0.7984, Bleu: 0.3545
| TRAIN SET | Epoch [87/200], Step[0330/0444], Loss: 1.4092, Top 1 Acc: 0.5699, Top 5 Acc: 0.8308, Bleu: 0.3747
| TRAIN SET | Epoch [87/200], Step[0340/0444], Loss: 1.2505, Top 1 Acc: 0.6312, Top 5 Acc: 0.8580, Bleu: 0.3847
| TRAIN SET | Epoch [87/200], Step[0350/0444], Loss: 1.1173, Top 1 Acc: 0.7007, Top 5 Acc: 0.8598, Bleu: 0.3787
| TRAIN SET | Epoch [87/200], Step[0360/0444], Loss: 1.5897, Top 1 Acc: 0.4692, Top 5 Acc: 0.7741, Bleu: 0.3002
| TRAIN SET | Epoch [87/200], Step[0370/0444], Loss: 1.4370, Top 1 Acc: 0.5415, Top 5 Acc: 0.7955, Bleu: 0.3403
| TRAIN SET | Epoch [87/200], Step[0380/0444], Loss: 1.4615, Top 1 Acc: 0.5433, Top 5 Acc: 0.8071, Bleu: 0.2999
| TRAIN SET | Epoch [87/200], Step[0390/0444], Loss: 1.2819, Top 1 Acc: 0.6353, Top 5 Acc: 0.8395, Bleu: 0.3524
| TRAIN SET | Epoch [87/200], Step[0400/0444], Loss: 1.6942, Top 1 Acc: 0.4623, Top 5 Acc: 0.8199, Bleu: 0.2572
| TRAIN SET | Epoch [87/200], Step[0410/0444], Loss: 1.0886, Top 1 Acc: 0.7261, Top 5 Acc: 0.8511, Bleu: 0.3657
| TRAIN SET | Epoch [87/200], Step[0420/0444], Loss: 1.1362, Top 1 Acc: 0.6545, Top 5 Acc: 0.8899, Bleu: 0.3476
| TRAIN SET | Epoch [87/200], Step[0430/0444], Loss: 0.9649, Top 1 Acc: 0.6440, Top 5 Acc: 0.8453, Bleu: 0.4032
| TRAIN SET | Epoch [87/200], Step[0440/0444], Loss: 1.4860, Top 1 Acc: 0.6000, Top 5 Acc: 0.7632, Bleu: 0.3591
train Loss: 1.2600 Top 1 Acc: 0.6145 Top 5 Acc: 0.8406 Bleu: 0.3481
| VALID SET | Epoch [87/200], Step[0000/0031], Loss: 0.5476, Top 1 Acc: 0.6875, Top 5 Acc: 0.9531, Bleu: 0.3663
| VALID SET | Epoch [87/200], Step[0010/0031], Loss: 0.5759, Top 1 Acc: 0.7344, Top 5 Acc: 0.8906, Bleu: 0.3827
| VALID SET | Epoch [87/200], Step[0020/0031], Loss: 0.5692, Top 1 Acc: 0.6562, Top 5 Acc: 0.9219, Bleu: 0.4358
| VALID SET | Epoch [87/200], Step[0030/0031], Loss: 0.7852, Top 1 Acc: 0.6094, Top 5 Acc: 0.8594, Bleu: 0.3462
valid Loss: 0.5946 Top 1 Acc: 0.7165 Top 5 Acc: 0.9405 Bleu: 0.3989
Epoch 87/199
----------
| TRAIN SET | Epoch [88/200], Step[0000/0444], Loss: 1.1217, Top 1 Acc: 0.6341, Top 5 Acc: 0.9038, Bleu: 0.3114
| TRAIN SET | Epoch [88/200], Step[0010/0444], Loss: 0.9876, Top 1 Acc: 0.6324, Top 5 Acc: 0.9031, Bleu: 0.3641
| TRAIN SET | Epoch [88/200], Step[0020/0444], Loss: 1.0558, Top 1 Acc: 0.6949, Top 5 Acc: 0.8795, Bleu: 0.3454
| TRAIN SET | Epoch [88/200], Step[0030/0444], Loss: 1.3290, Top 1 Acc: 0.6469, Top 5 Acc: 0.7944, Bleu: 0.3580
| TRAIN SET | Epoch [88/200], Step[0040/0444], Loss: 1.1470, Top 1 Acc: 0.6370, Top 5 Acc: 0.8667, Bleu: 0.3312
| TRAIN SET | Epoch [88/200], Step[0050/0444], Loss: 0.9655, Top 1 Acc: 0.7094, Top 5 Acc: 0.9038, Bleu: 0.3878
| TRAIN SET | Epoch [88/200], Step[0060/0444], Loss: 1.1546, Top 1 Acc: 0.6734, Top 5 Acc: 0.8082, Bleu: 0.3595
| TRAIN SET | Epoch [88/200], Step[0070/0444], Loss: 1.0540, Top 1 Acc: 0.7192, Top 5 Acc: 0.8638, Bleu: 0.4534
| TRAIN SET | Epoch [88/200], Step[0080/0444], Loss: 0.9529, Top 1 Acc: 0.6850, Top 5 Acc: 0.8835, Bleu: 0.3959
| TRAIN SET | Epoch [88/200], Step[0090/0444], Loss: 1.3551, Top 1 Acc: 0.5375, Top 5 Acc: 0.8082, Bleu: 0.3205
| TRAIN SET | Epoch [88/200], Step[0100/0444], Loss: 1.3102, Top 1 Acc: 0.5745, Top 5 Acc: 0.8482, Bleu: 0.3643
| TRAIN SET | Epoch [88/200], Step[0110/0444], Loss: 1.2997, Top 1 Acc: 0.6272, Top 5 Acc: 0.8911, Bleu: 0.4120
| TRAIN SET | Epoch [88/200], Step[0120/0444], Loss: 1.4983, Top 1 Acc: 0.5346, Top 5 Acc: 0.7857, Bleu: 0.3122
| TRAIN SET | Epoch [88/200], Step[0130/0444], Loss: 1.3276, Top 1 Acc: 0.6058, Top 5 Acc: 0.8511, Bleu: 0.3051
| TRAIN SET | Epoch [88/200], Step[0140/0444], Loss: 1.6221, Top 1 Acc: 0.5745, Top 5 Acc: 0.7857, Bleu: 0.2971
| TRAIN SET | Epoch [88/200], Step[0150/0444], Loss: 1.1745, Top 1 Acc: 0.6040, Top 5 Acc: 0.8748, Bleu: 0.3699
| TRAIN SET | Epoch [88/200], Step[0160/0444], Loss: 1.6590, Top 1 Acc: 0.5179, Top 5 Acc: 0.7817, Bleu: 0.2817
| TRAIN SET | Epoch [88/200], Step[0170/0444], Loss: 1.2267, Top 1 Acc: 0.6480, Top 5 Acc: 0.8210, Bleu: 0.3683
| TRAIN SET | Epoch [88/200], Step[0180/0444], Loss: 1.4737, Top 1 Acc: 0.5375, Top 5 Acc: 0.8355, Bleu: 0.3373
| TRAIN SET | Epoch [88/200], Step[0190/0444], Loss: 0.8972, Top 1 Acc: 0.6978, Top 5 Acc: 0.8707, Bleu: 0.4298
| TRAIN SET | Epoch [88/200], Step[0200/0444], Loss: 1.0370, Top 1 Acc: 0.6665, Top 5 Acc: 0.8835, Bleu: 0.3827
| TRAIN SET | Epoch [88/200], Step[0210/0444], Loss: 1.4061, Top 1 Acc: 0.5699, Top 5 Acc: 0.8511, Bleu: 0.3005
| TRAIN SET | Epoch [88/200], Step[0220/0444], Loss: 1.1357, Top 1 Acc: 0.6341, Top 5 Acc: 0.8609, Bleu: 0.3704
| TRAIN SET | Epoch [88/200], Step[0230/0444], Loss: 1.4866, Top 1 Acc: 0.5520, Top 5 Acc: 0.8100, Bleu: 0.2869
| TRAIN SET | Epoch [88/200], Step[0240/0444], Loss: 1.2266, Top 1 Acc: 0.5884, Top 5 Acc: 0.8042, Bleu: 0.2932
| TRAIN SET | Epoch [88/200], Step[0250/0444], Loss: 1.2670, Top 1 Acc: 0.6098, Top 5 Acc: 0.8384, Bleu: 0.3331
| TRAIN SET | Epoch [88/200], Step[0260/0444], Loss: 1.3423, Top 1 Acc: 0.5786, Top 5 Acc: 0.8297, Bleu: 0.3066
| TRAIN SET | Epoch [88/200], Step[0270/0444], Loss: 1.1586, Top 1 Acc: 0.5942, Top 5 Acc: 0.8337, Bleu: 0.3621
| TRAIN SET | Epoch [88/200], Step[0280/0444], Loss: 1.0650, Top 1 Acc: 0.6723, Top 5 Acc: 0.8638, Bleu: 0.4255
| TRAIN SET | Epoch [88/200], Step[0290/0444], Loss: 1.4583, Top 1 Acc: 0.5687, Top 5 Acc: 0.8100, Bleu: 0.3274
| TRAIN SET | Epoch [88/200], Step[0300/0444], Loss: 1.3883, Top 1 Acc: 0.5161, Top 5 Acc: 0.8308, Bleu: 0.2690
| TRAIN SET | Epoch [88/200], Step[0310/0444], Loss: 0.9518, Top 1 Acc: 0.6966, Top 5 Acc: 0.9038, Bleu: 0.3727
| TRAIN SET | Epoch [88/200], Step[0320/0444], Loss: 1.2546, Top 1 Acc: 0.6000, Top 5 Acc: 0.8042, Bleu: 0.3387
| TRAIN SET | Epoch [88/200], Step[0330/0444], Loss: 1.0546, Top 1 Acc: 0.6411, Top 5 Acc: 0.8853, Bleu: 0.3785
| TRAIN SET | Epoch [88/200], Step[0340/0444], Loss: 1.3325, Top 1 Acc: 0.6116, Top 5 Acc: 0.7944, Bleu: 0.3687
| TRAIN SET | Epoch [88/200], Step[0350/0444], Loss: 1.0859, Top 1 Acc: 0.6207, Top 5 Acc: 0.8533, Bleu: 0.3449
| TRAIN SET | Epoch [88/200], Step[0360/0444], Loss: 1.2227, Top 1 Acc: 0.5855, Top 5 Acc: 0.8123, Bleu: 0.3150
| TRAIN SET | Epoch [88/200], Step[0370/0444], Loss: 1.2921, Top 1 Acc: 0.5600, Top 5 Acc: 0.8366, Bleu: 0.3190
| TRAIN SET | Epoch [88/200], Step[0380/0444], Loss: 1.3409, Top 1 Acc: 0.6324, Top 5 Acc: 0.7672, Bleu: 0.3170
